rank,score,name,displayName,displayNameEn,template,subTemplate,category,DAU_6mo,banner_monthly_yen,interstitial_monthly_yen,rewarded_monthly_yen,total_monthly_yen,total_yearly_yen,targetApp,difficulty,theme,bundleId,description
242,369,"focus-timer","集中タイマー","Focus Timer","utility","timer","Productivity",6046,108828,544140,27207,680175,8162100,"Forest ($3.99)",2,"sunset-purple","com.massapp.focustimer","スマホを触らない時間を記録する集中タイマー"
243,369,"wine-log","ワイン記録","Wine Log","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Wine apps ($2-5)",2,"sakura-pink","com.massapp.winelog","飲んだワインの銘柄・評価を記録"
244,369,"coffee-log","コーヒー記録","Coffee Log","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Coffee journals ($1-3)",2,"midnight-navy","com.massapp.coffeelog","コーヒー豆・淹れ方・味の記録"
245,369,"recipe-note","レシピノート","Recipe Notes","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Paprika ($4.99)",2,"monochrome","com.massapp.recipenote","オリジナルレシピを保存・管理"
246,369,"nail-design-log","ネイルデザイン記録","Nail Design Log","lifestyle","log","Beauty",6046,108828,544140,27207,680175,8162100,"Nail apps ($1-3)",1,"warm-orange","com.massapp.naildesignlog","ネイルデザインの写真と履歴を記録"
247,369,"hair-color-log","ヘアカラー記録","Hair Color Log","lifestyle","log","Beauty",6046,108828,544140,27207,680175,8162100,"Hair apps ($1-3)",1,"monochrome","com.massapp.haircolorlog","ヘアカラーの色番号・日付を記録"
248,369,"grocery-list","食料品リスト","Grocery List","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Grocery apps ($1-5)",1,"monochrome","com.massapp.grocerylist","食料品の買い物リストをカテゴリ別に管理"
249,369,"sake-log","日本酒記録","Sake Log","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Sake apps ($1-3)",2,"neon-cyber","com.massapp.sakelog","飲んだ日本酒の銘柄・評価を記録"
250,369,"beer-log","ビール記録","Beer Log","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Untappd ($3.99/mo)",2,"pastel-dream","com.massapp.beerlog","クラフトビールの銘柄・味を記録"
251,369,"whiskey-log","ウイスキー記録","Whiskey Log","lifestyle","log","Food & Drink",6046,108828,544140,27207,680175,8162100,"Whiskey apps ($2-5)",2,"coral-reef","com.massapp.whiskeylog","ウイスキーの銘柄・テイスティングノート"
252,369,"fermentation-timer","発酵タイマー","Fermentation Timer","utility","timer","Food & Drink",6046,108828,544140,27207,680175,8162100,"Fermentation ($1-3)",1,"ocean-blue","com.massapp.fermentationtimer","パン・味噌・ヨーグルトの発酵タイマー"
253,369,"weekly-review","週間振り返り","Weekly Review","lifestyle","log","Productivity",6046,108828,544140,27207,680175,8162100,"Journal apps ($3-5)",2,"monochrome","com.massapp.weeklyreview","1週間の振り返りを記録・改善"
254,359,"guitar-tuner","ギターチューナー","Guitar Tuner","utility","sound","Music",5894,176820,198922,106092,481834,5782008,"Guitar Tuna ($7.99/mo)",2,"ocean-blue","com.massapp.guitartuner","ギターの音を合わせるチューナー"
255,359,"ukulele-tuner","ウクレレチューナー","Ukulele Tuner","utility","sound","Music",5894,176820,198922,106092,481834,5782008,"Tuner apps ($1-3)",2,"forest-green","com.massapp.ukuleletuner","ウクレレ専用チューナー"
256,359,"pitch-pipe","ピッチパイプ","Pitch Pipe","utility","sound","Music",5894,176820,198922,106092,481834,5782008,"Pitch pipe ($0.99-2)",1,"earth-brown","com.massapp.pitchpipe","基準音を出すピッチパイプ"
257,359,"referee-whistle","審判ホイッスル","Referee Whistle","utility","sound","Sports",5894,176820,198922,106092,481834,5782008,"Whistle apps ($0.99)",1,"pastel-dream","com.massapp.refereewhistle","スポーツ審判用のホイッスル音"
258,345,"score-keeper","スコアキーパー","Score Keeper","utility","counter","Games",5662,30575,305748,25479,361802,4341624,"Score Counter ($1-3)",1,"pastel-dream","com.massapp.scorekeeper","ボードゲーム・スポーツのスコアを記録"
259,345,"dice-roller","サイコロ","Dice Roller","utility","counter","Games",5662,30575,305748,25479,361802,4341624,"Dice apps ($0.99-2)",1,"sakura-pink","com.massapp.diceroller","様々な面数のサイコロを振る"
260,341,"electricity-usage","電気使用量記録","Electricity Usage Log","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Energy apps ($1-3)",2,"neon-cyber","com.massapp.electricityusage","月々の電気使用量と料金を記録"
261,341,"gas-usage-tracker","ガス使用量記録","Gas Usage Tracker","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Energy apps ($1-3)",2,"pastel-dream","com.massapp.gasusagetracker","月々のガス使用量と料金を記録"
262,341,"water-bill-tracker","水道代記録","Water Bill Tracker","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Energy apps ($1-3)",2,"mint-fresh","com.massapp.waterbilltracker","月々の水道使用量と料金を記録"
263,341,"mileage-tracker","走行距離記録","Mileage Tracker","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Mileage apps ($2-5)",2,"monochrome","com.massapp.mileagetracker","車の走行距離を記録・経費計算"
264,341,"oil-change-tracker","オイル交換記録","Oil Change Tracker","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Car maintenance ($1-3)",1,"forest-green","com.massapp.oilchangetracker","エンジンオイル交換時期をリマインド"
265,341,"tire-pressure-log","タイヤ空気圧記録","Tire Pressure Log","lifestyle","tracker","Utility",5608,50472,504720,100944,656136,7873632,"Car maintenance ($1-3)",1,"sunset-purple","com.massapp.tirepressurelog","タイヤ空気圧を定期的に記録"
266,335,"dream-journal","夢日記","Dream Journal","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Dream journals ($2-5)",2,"forest-green","com.massapp.dreamjournal","夢の内容を記録・カテゴリ分け"
267,335,"travel-log","旅行記録","Travel Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Wanderlog ($4.99/mo)",2,"neon-cyber","com.massapp.travellog","旅行先・費用・思い出を記録"
268,335,"garden-log","園芸日記","Garden Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Garden apps ($3-8/mo)",2,"pastel-dream","com.massapp.gardenlog","植物の成長を記録する園芸日記"
269,335,"fishing-log","釣り記録","Fishing Log","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Fishing logs ($2-5)",2,"mint-fresh","com.massapp.fishinglog","釣果・場所・天気を記録"
270,335,"guitar-practice-log","ギター練習記録","Guitar Practice Log","lifestyle","log","Music",5510,99180,495900,24795,619875,7438500,"Music practice apps ($2-5)",2,"coral-reef","com.massapp.guitarpracticelog","ギター練習の時間・曲目を記録"
271,335,"metronome","メトロノーム","Metronome","utility","timer","Music",5510,99180,495900,24795,619875,7438500,"Pro Metronome ($4.99)",1,"monochrome","com.massapp.metronome","BPM設定可能な正確なメトロノーム"
272,335,"piano-practice-log","ピアノ練習記録","Piano Practice Log","lifestyle","log","Music",5510,99180,495900,24795,619875,7438500,"Practice journal ($2-5)",2,"warm-orange","com.massapp.pianopracticelog","ピアノの練習時間と曲目を記録"
273,335,"practice-timer","練習タイマー","Practice Timer","utility","timer","Music",5510,99180,495900,24795,619875,7438500,"Practice timer ($1-3)",1,"monochrome","com.massapp.practicetimer","楽器練習用のインターバルタイマー"
274,335,"golf-score","ゴルフスコア","Golf Scorecard","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Golf apps ($5-30/yr)",2,"coral-reef","com.massapp.golfscore","ゴルフのスコアをホール別に記録"
275,335,"bowling-score","ボウリングスコア","Bowling Scorecard","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Bowling apps ($1-3)",2,"monochrome","com.massapp.bowlingscore","ボウリングのスコアを記録・平均計算"
276,335,"basketball-stats","バスケ統計","Basketball Stats","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Sports stats ($2-5)",2,"sunset-purple","com.massapp.basketballstats","バスケの得点・リバウンド・アシストを記録"
277,335,"swimming-log","水泳記録","Swimming Log","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Swimming apps ($2-5)",2,"midnight-navy","com.massapp.swimminglog","水泳の距離・タイム・ストロークを記録"
278,335,"cycling-log","サイクリング記録","Cycling Log","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"Cycling apps ($5-10/mo)",2,"earth-brown","com.massapp.cyclinglog","サイクリングの距離・時間・速度を記録"
279,335,"hiking-log","登山記録","Hiking Log","lifestyle","log","Sports",5510,99180,495900,24795,619875,7438500,"YAMAP (¥480/mo)",2,"neon-cyber","com.massapp.hikinglog","登山・ハイキングのルートと記録"
280,335,"home-inventory","家の持ち物リスト","Home Inventory","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Home inventory ($3-5)",2,"monochrome","com.massapp.homeinventory","家電・家具・貴重品のリストを管理"
281,335,"maintenance-log","家のメンテナンス記録","Home Maintenance Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Home maintenance ($2-5)",2,"forest-green","com.massapp.maintenancelog","家電・住宅のメンテナンス履歴を記録"
282,335,"laundry-timer","洗濯タイマー","Laundry Timer","utility","timer","Lifestyle",5510,99180,495900,24795,619875,7438500,"Laundry apps ($0.99-2)",1,"midnight-navy","com.massapp.laundrytimer","洗濯機・乾燥機のタイマー"
283,335,"first-words-log","初めてことば記録","First Words Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Baby milestone ($2-5)",1,"warm-orange","com.massapp.firstwordslog","赤ちゃんの初めてのことばを記録"
284,335,"outfit-diary","コーディネート日記","Outfit Diary","lifestyle","log","Fashion",5510,99180,495900,24795,619875,7438500,"Outfit apps ($3-10/mo)",2,"forest-green","com.massapp.outfitdiary","毎日のコーディネートを写真で記録"
285,335,"closet-inventory","クローゼット管理","Closet Inventory","lifestyle","log","Fashion",5510,99180,495900,24795,619875,7438500,"Closet apps ($3-5)",2,"sunset-purple","com.massapp.closetinventory","持っている服を登録・管理"
286,335,"bucket-list","バケットリスト","Bucket List","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Bucket list ($1-3)",1,"coral-reef","com.massapp.bucketlist","人生でやりたいことリストを管理"
287,335,"wish-list","ほしい物リスト","Wish List","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"WISHUPON ($1.99-14.99)",1,"warm-orange","com.massapp.wishlist","欲しいもの・買いたいものリスト"
288,335,"travel-checklist","旅行チェックリスト","Travel Checklist","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"PackPoint ($2.99)",1,"sunset-purple","com.massapp.travelchecklist","旅行の準備チェックリスト"
289,335,"camping-checklist","キャンプ持ち物リスト","Camping Checklist","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Camping apps ($1-3)",1,"midnight-navy","com.massapp.campingchecklist","キャンプに必要な持ち物リスト"
290,335,"travel-expense","旅行費用記録","Travel Expense Tracker","lifestyle","budget","Travel",5510,99180,495900,24795,619875,7438500,"Trail Wallet ($4.99)",2,"coral-reef","com.massapp.travelexpense","旅行中の出費を通貨別に記録"
291,335,"dog-walk-log","散歩記録","Dog Walk Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Dog walk apps ($2-5)",2,"midnight-navy","com.massapp.dogwalklog","犬の散歩時間・距離を記録"
292,335,"aquarium-log","アクアリウム記録","Aquarium Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Aquarium apps ($2-5)",2,"mint-fresh","com.massapp.aquariumlog","水槽の水質・メンテナンスを記録"
293,335,"bird-watching-log","野鳥観察記録","Bird Watching Log","lifestyle","log","Lifestyle",5510,99180,495900,24795,619875,7438500,"Merlin ($1-5)",2,"coral-reef","com.massapp.birdwatchinglog","観察した野鳥の種類・場所を記録"
294,329,"bmi-calculator","BMI計算機","BMI Calculator","utility","calculator","Health",5418,19505,73143,24381,117029,1404348,"Health calculators ($1-3)",1,"midnight-navy","com.massapp.bmicalculator","身長と体重からBMIと適正体重を計算"
295,323,"text-to-speech","テキスト読み上げ","Text to Speech","utility","sound","Utility",5320,159600,179550,95760,434910,5218920,"TTS apps ($2-5)",2,"midnight-navy","com.massapp.texttospeech","テキストを音声で読み上げ"
296,316,"affirmation-generator","アファメーション","Daily Affirmations","utility","generator","Health",5212,18763,187632,23454,229849,2758188,"Believe ($2.99/mo)",1,"sunset-purple","com.massapp.affirmationgenerator","毎日のポジティブなアファメーションを表示"
297,306,"tax-calculator","消費税計算機","Sales Tax Calculator","utility","calculator","Finance",5042,18151,68067,22689,108907,1306884,"Tax calculators (¥100-300)",1,"neon-cyber","com.massapp.taxcalculator","税込・税抜価格を瞬時に計算（8%・10%対応）"
298,306,"salary-calculator","給料計算機","Salary Calculator","utility","calculator","Finance",5042,18151,68067,22689,108907,1306884,"Salary calculators (¥300-500)",2,"forest-green","com.massapp.salarycalculator","額面から手取り、社会保険料、税金を計算"
299,306,"furusato-nozei-calc","ふるさと納税計算","Furusato Tax Calculator","utility","calculator","Finance",5042,18151,68067,22689,108907,1306884,"ふるさと納税アプリ (¥100-300)",2,"neon-cyber","com.massapp.furusatonozeicalc","年収からふるさと納税の上限額を計算"
300,302,"stopwatch-pro","ストップウォッチ","Stopwatch Pro","utility","timer","Utility",4974,89532,447660,22383,559575,6714900,"Stopwatch apps ($1-3)",1,"monochrome","com.massapp.stopwatchpro","ラップタイム付きの高精度ストップウォッチ"
301,302,"countdown-widget","カウントダウン","Event Countdown","utility","timer","Utility",4974,89532,447660,22383,559575,6714900,"TheDayBefore ($2.99-4.99)",1,"ocean-blue","com.massapp.countdownwidget","イベントまでのカウントダウンを表示"
302,302,"packing-list","持ち物チェックリスト","Packing Checklist","lifestyle","log","Utility",4974,89532,447660,22383,559575,6714900,"PackPoint ($2.99)",1,"warm-orange","com.massapp.packinglist","旅行・出張の持ち物リストを管理"
303,302,"simple-notepad","シンプルメモ帳","Simple Notepad","lifestyle","log","Utility",4974,89532,447660,22383,559575,6714900,"Notepad apps ($1-3)",1,"earth-brown","com.massapp.simplenotepad","すぐ書けるシンプルなメモ帳"
304,302,"room-measure","部屋の寸法メモ","Room Dimension Note","lifestyle","log","Utility",4974,89532,447660,22383,559575,6714900,"Home measurement ($2-5)",1,"warm-orange","com.massapp.roommeasure","部屋のサイズと家具の寸法を記録"
305,302,"fuel-log","給油記録","Fuel Log","lifestyle","log","Utility",4974,89532,447660,22383,559575,6714900,"Fuel apps ($2-5)",2,"warm-orange","com.massapp.fuellog","給油量・金額・燃費を記録"
306,302,"parking-timer","駐車タイマー","Parking Timer","utility","timer","Utility",4974,89532,447660,22383,559575,6714900,"Parking apps ($1-3)",1,"ocean-blue","com.massapp.parkingtimer","パーキングメーターの残り時間をタイマー"
307,302,"shaken-reminder","車検リマインダー","Vehicle Inspection Reminder","utility","timer","Utility",4974,89532,447660,22383,559575,6714900,"Japanese car apps (¥100-300)",1,"sakura-pink","com.massapp.shakenreminder","車検・自賠責保険の期限をリマインド"
308,282,"loan-calculator","ローン計算機","Loan Calculator","utility","calculator","Finance",4666,16798,62991,20997,100786,1209432,"Karl's Mortgage ($1.99)",1,"earth-brown","com.massapp.loancalculator","住宅ローン・自動車ローンの返済額を計算"
309,274,"calorie-calculator","カロリー計算機","Calorie Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Health calculators ($1-5)",1,"earth-brown","com.massapp.caloriecalculator","基礎代謝量と1日の必要カロリーを計算"
310,274,"pregnancy-calculator","出産予定日計算","Due Date Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Pregnancy apps ($2-5)",1,"neon-cyber","com.massapp.pregnancycalculator","最終月経日から出産予定日を計算"
311,274,"body-fat-calculator","体脂肪率計算","Body Fat Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Health calculators ($1-5)",1,"midnight-navy","com.massapp.bodyfatcalculator","身体データから体脂肪率を推定"
312,274,"macro-calculator","マクロ計算機","Macro Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"MyFitnessPal ($19.99/mo)",2,"sunset-purple","com.massapp.macrocalculator","たんぱく質・脂質・炭水化物のPFCバランスを計算"
313,274,"one-rep-max-calc","1RM計算機","1RM Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Strength apps ($2-5)",1,"sakura-pink","com.massapp.onerepmaxcalc","重量と回数から1RM（最大挙上重量）を計算"
314,274,"pace-calculator","ペース計算機","Pace Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Running apps ($3-5)",1,"midnight-navy","com.massapp.pacecalculator","ランニングのペース・タイム・距離を計算"
315,274,"ideal-weight-calc","適正体重計算","Ideal Weight Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Health calculators ($1-3)",1,"earth-brown","com.massapp.idealweightcalc","身長・年齢から適正体重を計算"
316,274,"waist-hip-ratio","WHR計算機","Waist-Hip Ratio Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Health calculators ($1-3)",1,"neon-cyber","com.massapp.waisthipratio","ウエスト・ヒップ比で健康リスクを判定"
317,274,"target-heart-rate","目標心拍数計算","Target Heart Rate","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Heart rate apps ($2-5)",1,"pastel-dream","com.massapp.targetheartrate","年齢から運動時の目標心拍数ゾーンを計算"
318,274,"vo2max-calculator","VO2max推定","VO2max Estimator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Fitness calculators ($2-5)",2,"mint-fresh","com.massapp.vo2maxcalculator","心拍数データからVO2maxを推定"
319,274,"tdee-calculator","TDEE計算機","TDEE Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Diet calculators ($2-5)",1,"coral-reef","com.massapp.tdeecalculator","1日の総消費カロリー(TDEE)を計算"
320,274,"sleep-debt-calc","睡眠負債計算","Sleep Debt Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Sleep apps ($3-5)",1,"warm-orange","com.massapp.sleepdebtcalc","理想と実際の睡眠時間の差を計算"
321,274,"sleep-calculator","睡眠計算機","Sleep Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Sleep apps ($3-5)",1,"earth-brown","com.massapp.sleepcalculator","就寝・起床の最適時刻を睡眠サイクルから計算"
322,274,"bmi-for-kids","子供BMI計算","Kids BMI Calculator","utility","calculator","Health",4540,16344,61290,20430,98064,1176768,"Kids health ($1-3)",1,"midnight-navy","com.massapp.bmiforkids","子供の年齢に合わせたBMIパーセンタイル"
323,271,"lottery-picker","くじ引きアプリ","Lottery Picker","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"Lottery apps ($0.99-2)",1,"sakura-pink","com.massapp.lotterypicker","抽選・くじ引き・あみだくじ"
324,271,"roulette-app","ルーレット","Roulette Wheel","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"Roulette apps ($0.99-2)",1,"pastel-dream","com.massapp.rouletteapp","項目を入力してルーレットで決定"
325,271,"nickname-generator","ニックネーム生成","Nickname Generator","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"Name generators ($0.99-2)",1,"warm-orange","com.massapp.nicknamegenerator","ゲーム・SNS用のニックネームを生成"
326,271,"excuse-generator","言い訳ジェネレーター","Excuse Generator","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"Joke apps ($0.99)",1,"monochrome","com.massapp.excusegenerator","ユーモアのある言い訳をランダム生成"
327,271,"truth-or-dare","トゥルースオアデア","Truth or Dare","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"Party game apps ($1-3)",1,"ocean-blue","com.massapp.truthordare","パーティーゲーム「真実か挑戦か」"
328,271,"would-you-rather","究極の選択","Would You Rather","utility","generator","Entertainment",4489,16160,161604,20201,197965,2375580,"WYR apps ($1-2)",1,"forest-green","com.massapp.wouldyourather","二択の究極の選択ゲーム"
329,265,"pitch-counter","球数カウンター","Pitch Counter","utility","counter","Sports",4390,23706,237060,19755,280521,3366252,"Baseball counters ($1-3)",1,"coral-reef","com.massapp.pitchcounter","野球の投球数・ストライク・ボールを記録"
330,265,"prayer-counter","念仏カウンター","Prayer Counter","utility","counter","Lifestyle",4390,23706,237060,19755,280521,3366252,"Prayer counters ($1-3)",1,"monochrome","com.massapp.prayercounter","念仏・お経の回数をカウント"
331,265,"bpm-counter","BPMカウンター","BPM Counter","utility","counter","Music",4390,23706,237060,19755,280521,3366252,"BPM apps ($0.99-2)",1,"midnight-navy","com.massapp.bpmcounter","タップしてBPM（テンポ）を計測"
332,265,"tennis-score","テニススコア","Tennis Scorekeeper","utility","counter","Sports",4390,23706,237060,19755,280521,3366252,"Tennis score ($1-3)",1,"warm-orange","com.massapp.tennisscore","テニスのスコアを簡単記録"
333,265,"darts-score","ダーツスコア","Darts Scorer","utility","counter","Sports",4390,23706,237060,19755,280521,3366252,"Darts apps ($2-5)",2,"ocean-blue","com.massapp.dartsscore","ダーツの501/301スコアを計算"
334,265,"badminton-score","バドミントンスコア","Badminton Scorer","utility","counter","Sports",4390,23706,237060,19755,280521,3366252,"Score apps ($0.99-2)",1,"forest-green","com.massapp.badmintonscore","バドミントンのスコアを記録"
335,265,"anniversary-counter","記念日カウンター","Anniversary Counter","utility","counter","Lifestyle",4390,23706,237060,19755,280521,3366252,"Day counter ($0.99-2)",1,"forest-green","com.massapp.anniversarycounter","カップルの記念日をカウント"
336,265,"retirement-countdown","定年カウントダウン","Retirement Countdown","utility","counter","Lifestyle",4390,23706,237060,19755,280521,3366252,"Countdown ($1-3)",1,"sunset-purple","com.massapp.retirementcountdown","定年退職までのカウントダウン"
337,265,"pet-birthday","ペット誕生日","Pet Birthday Counter","utility","counter","Lifestyle",4390,23706,237060,19755,280521,3366252,"Pet apps ($0.99-2)",1,"pastel-dream","com.massapp.petbirthday","ペットの誕生日カウントダウン"
338,263,"first-aid-guide","応急処置ガイド","First Aid Guide","utility","reference","Health",4361,15700,58874,19625,94199,1130388,"First aid apps ($1-5)",1,"sunset-purple","com.massapp.firstaidguide","緊急時の応急処置方法を解説"
339,263,"yoga-poses","ヨガポーズ集","Yoga Poses","utility","reference","Health",4361,15700,58874,19625,94199,1130388,"Down Dog ($9.99/mo)",1,"sakura-pink","com.massapp.yogaposes","ヨガの基本ポーズを解説・図解"
340,263,"vaccine-schedule","予防接種スケジュール","Vaccine Schedule","utility","reference","Health",4361,15700,58874,19625,94199,1130388,"Vaccine apps ($1-3)",1,"ocean-blue","com.massapp.vaccineschedule","子供の予防接種スケジュールを管理"
341,263,"calorie-lookup","カロリー辞典","Calorie Lookup","utility","reference","Health",4361,15700,58874,19625,94199,1130388,"Calorie apps ($3-10/mo)",1,"sunset-purple","com.massapp.calorielookup","食品のカロリー・栄養素を検索"
342,255,"gpa-calculator","GPA計算機","GPA Calculator","utility","calculator","Education",4227,15217,57065,19022,91304,1095648,"GPA calculators ($1-3)",1,"pastel-dream","com.massapp.gpacalculator","成績からGPAを計算"
343,255,"matrix-calculator","行列計算機","Matrix Calculator","utility","calculator","Education",4227,15217,57065,19022,91304,1095648,"Math calculators ($3-10)",3,"warm-orange","com.massapp.matrixcalculator","行列の積・逆行列・行列式を計算"
344,255,"statistics-calculator","統計計算機","Statistics Calculator","utility","calculator","Education",4227,15217,57065,19022,91304,1095648,"Soulver 3 ($14-20)",2,"monochrome","com.massapp.statisticscalculator","平均・分散・標準偏差・中央値を計算"
345,249,"meal-decider","今日のごはん決め","Meal Decider","utility","generator","Food & Drink",4128,14861,148608,18576,182045,2184540,"Meal roulette ($0.99-2)",1,"neon-cyber","com.massapp.mealdecider","今日のメニューをランダムに決定"
346,244,"keigo-guide","敬語ガイド","Keigo Guide","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Keigo apps (¥300-500)",1,"warm-orange","com.massapp.keigoguide","ビジネス敬語の正しい使い方辞典"
347,244,"kanji-stroke-order","漢字筆順辞典","Kanji Stroke Order","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"常用漢字筆順辞典 (¥600)",2,"forest-green","com.massapp.kanjistrokeorder","漢字の正しい筆順をアニメーションで表示"
348,244,"yojijukugo-dict","四字熟語辞典","Yojijukugo Dictionary","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Yojijukugo apps (¥300-500)",1,"sunset-purple","com.massapp.yojijukugodict","四字熟語の意味・由来・使い方を検索"
349,244,"kotowaza-dict","ことわざ辞典","Proverb Dictionary","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Kotowaza apps (¥100-300)",1,"sakura-pink","com.massapp.kotowazadict","日本語のことわざ・慣用句を検索"
350,244,"hyakunin-isshu","百人一首","Hyakunin Isshu","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Hyakunin Isshu apps (¥300-600)",1,"midnight-navy","com.massapp.hyakuninisshu","百人一首の全100首を鑑賞・暗記"
351,244,"periodic-table","元素周期表","Periodic Table","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Periodic Table apps ($1-3)",1,"pastel-dream","com.massapp.periodictable","元素の詳細情報付き周期表"
352,244,"morse-code","モールス信号","Morse Code","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Morse code apps ($1-2)",1,"mint-fresh","com.massapp.morsecode","モールス信号の変換と学習"
353,244,"constellation-guide","星座ガイド","Constellation Guide","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"SkyView ($1.99)",1,"forest-green","com.massapp.constellationguide","88星座の解説と見つけ方"
354,244,"math-formula-ref","数学公式集","Math Formula Reference","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Math reference ($2-5)",1,"neon-cyber","com.massapp.mathformularef","中学・高校の数学公式を一覧"
355,244,"physics-formula-ref","物理公式集","Physics Formula Reference","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Physics reference ($2-5)",1,"pastel-dream","com.massapp.physicsformularef","物理の基本公式を一覧"
356,244,"history-timeline","歴史年表","History Timeline","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"History apps ($2-5)",1,"mint-fresh","com.massapp.historytimeline","日本史・世界史の重要年号を一覧"
357,244,"manyo-hyakusen","万葉集百選","Manyo Anthology","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Poetry apps (¥300-500)",1,"earth-brown","com.massapp.manyohyakusen","万葉集の名歌100首を鑑賞"
358,244,"haiku-guide","俳句入門","Haiku Guide","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"Haiku apps (¥100-300)",1,"neon-cyber","com.massapp.haikuguide","俳句の基本ルールと季語辞典"
359,244,"nihongo-accent","日本語アクセント辞典","Japanese Accent Dictionary","utility","reference","Education",4060,14616,54810,18270,87696,1052352,"NHKアクセント (¥2,000)",2,"pastel-dream","com.massapp.nihongoaccent","日本語の正しいアクセントを確認"
360,239,"tally-counter","タリーカウンター","Tally Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Tally Counter ($1-3)",1,"neon-cyber","com.massapp.tallycounter","タップで数を数えるシンプルカウンター"
361,239,"knitting-counter","編み物カウンター","Knitting Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Knit counters ($1-2)",1,"warm-orange","com.massapp.knittingcounter","編み目・段数をカウント"
362,239,"multi-counter","マルチカウンター","Multi Counter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"Counter apps ($1-3)",1,"forest-green","com.massapp.multicounter","複数のカウンターを同時に管理"
363,239,"decibel-meter","騒音計","Decibel Meter","utility","counter","Utility",3966,21416,214164,17847,253427,3041124,"dB Meter ($1-3)",2,"forest-green","com.massapp.decibelmeter","周囲の音量をデシベルで計測"
